order_item_id,order_id,item_id
2e795c3c-88b8-49cd-8a56-a7471f50f355,e6b7f187-0f3c-4de3-b072-532226c454b0,5cbe9d75-9449-467e-9753-41f0ae204d59
12b7b978-10e7-4e65-8367-e8c32401d031,e6b7f187-0f3c-4de3-b072-532226c454b0,498e4b68-da4a-42b5-91b1-66921081a9fd
537cbd0c-d051-4763-bb5f-0e3c2f0a52af,e6b7f187-0f3c-4de3-b072-532226c454b0,65d5a6f4-93a9-491a-a2fc-3781902d82a5
968a458a-9746-4f84-a2a8-61ea7db1ad8d,e6b7f187-0f3c-4de3-b072-532226c454b0,b63efb76-1d3f-4250-b548-db6b9e551103
dd96a668-acb5-4b15-9432-3129ee419208,e6b7f187-0f3c-4de3-b072-532226c454b0,c2c7c87a-0b39-46c2-9581-cb57e7816f70
ffb71ced-2ced-4b4c-9c64-374e054c368e,e6b7f187-0f3c-4de3-b072-532226c454b0,dfbebc37-d09c-49da-911a-72eef9e3134e
aa8fc325-7685-4b46-8f8e-82fb72c5ef89,238ae354-f297-4249-9030-11683c47e468,2ecbaffc-c03e-4c6e-beb1-e54b62eb4ff6
62af3b25-b1fe-4be5-9445-0fe884435950,ec715066-a1eb-48eb-a503-83ae1d297829,080ce815-f482-4b9a-8737-c952a4bcf40c
c071f4a1-dc90-4806-833c-1bfeeb19321e,ec715066-a1eb-48eb-a503-83ae1d297829,498e4b68-da4a-42b5-91b1-66921081a9fd
456cc68f-7a1c-4348-a8cd-52d483dfc1b1,ec715066-a1eb-48eb-a503-83ae1d297829,2ecbaffc-c03e-4c6e-beb1-e54b62eb4ff6
6d220319-0f36-46b3-a6f1-f1146e558a5e,feb35169-f06f-4140-8f94-7eba4e3374a7,dfbebc37-d09c-49da-911a-72eef9e3134e
0d55eda5-50de-4070-80b0-9a84403b79b5,feb35169-f06f-4140-8f94-7eba4e3374a7,f78a2576-dd40-4e4d-91ba-348fd921bd9d
6572a850-1da6-46f7-904d-9f5eff249b1e,ed537b02-f9b3-456e-b90f-184a1ae0a161,a2becbf4-a6e6-4737-9fe4-927cdeabef39
4cdf59d5-0ab4-46dd-aae5-3f34946818a2,ed537b02-f9b3-456e-b90f-184a1ae0a161,df7e8963-8217-4f76-a5ef-fdd2ce7407a3
95733667-83b7-4f5e-a3da-161355f02f8b,ed537b02-f9b3-456e-b90f-184a1ae0a161,498e4b68-da4a-42b5-91b1-66921081a9fd
9269cfd5-defa-400f-b196-b8731b540678,ed537b02-f9b3-456e-b90f-184a1ae0a161,a0a0ed65-1260-4f38-a4c2-bcaa089439f7
338d4b81-f7f0-486f-a659-9b5dcdd6a469,497f2b14-356a-42ba-b1fe-6cacb5b5594a,5cbe9d75-9449-467e-9753-41f0ae204d59
bb6bcdc7-8249-413f-bc87-c037592b496b,497f2b14-356a-42ba-b1fe-6cacb5b5594a,498e4b68-da4a-42b5-91b1-66921081a9fd
a5dea67b-ead8-4965-9029-8e942d08ce0d,497f2b14-356a-42ba-b1fe-6cacb5b5594a,f3a72f66-7d7e-43ae-b273-634627533e8c
edeb773d-89ec-4487-9811-de2f62f9463b,497f2b14-356a-42ba-b1fe-6cacb5b5594a,e30d2463-f99e-48f8-8a4c-e1cf36e986e6
dc7abd67-412b-4787-8ec1-47a49b159533,7797821d-0a75-4022-9ce2-8d6e9f57d568,080ce815-f482-4b9a-8737-c952a4bcf40c
4e4b46e9-1923-4c11-86a0-57e7b71c6a09,7797821d-0a75-4022-9ce2-8d6e9f57d568,e30d2463-f99e-48f8-8a4c-e1cf36e986e6
0b5adbd8-4fa2-4131-bc25-f79aaac98124,bfeb471c-2ffa-48f3-b6ed-d333061432a0,ca6d0189-1cd8-4ea1-9a04-bcac5dd5ba49
bc6b341d-2a45-4315-a4b9-76e674eac4fb,bfeb471c-2ffa-48f3-b6ed-d333061432a0,f78a2576-dd40-4e4d-91ba-348fd921bd9d
7268ca8e-ee0c-45b4-8374-22562384adb6,a7bb7634-6186-4b55-a699-63f14201b78d,df7e8963-8217-4f76-a5ef-fdd2ce7407a3
0b00aa26-c409-4c28-ae98-b36f53674a62,a7bb7634-6186-4b55-a699-63f14201b78d,5cbe9d75-9449-467e-9753-41f0ae204d59
825e04e1-0360-4656-8c7a-6dbe818aea48,a7bb7634-6186-4b55-a699-63f14201b78d,3cf1ec51-d0a8-4e05-b581-0d77d9dbb46e
d670b2c6-df4f-4887-a31f-8edda494fd87,a7bb7634-6186-4b55-a699-63f14201b78d,498e4b68-da4a-42b5-91b1-66921081a9fd
dbd637b8-952b-42d7-8864-7f81c6a50ff0,e280d47f-f431-4ab3-9774-42301089bab2,e30d2463-f99e-48f8-8a4c-e1cf36e986e6
702eea2f-fa91-4f5e-a8e9-795eb3660220,e280d47f-f431-4ab3-9774-42301089bab2,498e4b68-da4a-42b5-91b1-66921081a9fd
