order_id,ordertime,store_id,user_id
5426a140-4896-4c53-a1d5-d2c9e56e4a59,2021-04-17 16:35:36,dbba0789-d25d-49db-91ad-109674c23e50,f0564085-25d4-45b3-9c98-eccbdfd24c29
e8810e46-fc0a-4a95-980c-90880461150c,2024-04-20 16:37:37,32a98104-c3ef-4fc4-b8cc-338e961e79d6,3e2531d3-d191-4ac7-89c6-d95a03ac1b61
96d1178c-96f6-45e9-81aa-3b9c742ecb17,2023-02-14 18:09:37,50573eab-8859-452e-9c34-1f63e19b35c7,1fe59eda-2b45-4bbd-812a-ee16e77b5880
4f9e68f2-2698-4531-a83d-e0ab00a4b2d7,2024-06-22 16:24:17,a02e8f7f-d1d6-4919-8215-5b1379d3dd75,5ac233d7-8744-493a-8808-c49198650ec7
7d32bb98-f6d7-4061-8338-3e2c365826b1,2024-03-15 15:59:51,d0b86425-b92e-465e-b48b-1365911dd4ca,c69818ae-ecab-47e4-ab6e-ab7a9a74d643
479bb294-4ce4-4558-a3b7-c7beaad857b8,2025-05-06 20:41:06,81581b4e-833b-4846-92f6-f9f8e89549ab,6f015049-9ca2-4e37-84b0-1a5e656ee177
8d3d0b9f-354c-4476-83f1-622eb86ec857,2023-08-08 15:49:10,1e6eaadf-4f4b-4c5d-8f28-4e5f130e373b,40e99018-630a-4fdc-882a-f3b56019d669
fcf05dfb-e0aa-4712-b260-54b394a0da3d,2022-04-27 11:31:25,87d1e3a6-a52c-416b-ac28-b58183af7843,069501fd-6029-49ed-aac0-1d91b124902f
a32373e9-4107-4e58-ba1f-a386a690bb39,2024-11-17 14:53:59,81581b4e-833b-4846-92f6-f9f8e89549ab,f4dda795-3735-478c-a08a-e578062778f1
52f7bf14-b63a-45f0-8e1f-a83fd1ba4947,2024-07-27 09:22:26,fe69f6c5-7c08-4111-9693-f05a2e4bdb5a,913e6afb-5665-42cb-9c35-f66764953956
c1c23e13-682d-41b4-be9e-421e071e66cf,2024-04-21 19:00:29,f890e9d1-a209-42ae-8059-c80ae1d5cbe9,5726e339-e803-434e-b02b-c68d2bbc68fe
c1d66608-8b13-48d3-8dea-1427293c13fa,2023-06-05 13:12:04,7572c873-ee29-4559-b951-fcb3a8cfd42b,9dc03958-dd95-44c3-a480-622a033537b5
e33bcf81-fc74-4c00-9ddc-ac081e7dc826,2020-10-24 12:17:23,82b215a7-5819-44d1-b590-dcf1e1e15ad9,2ef97b2b-8e21-44fb-8e35-dd9f79d27bd5
9d17e0f8-b20b-4f75-888c-a4278fa0117b,2023-10-11 19:18:25,4f04cfbe-8a26-418d-9e8a-7a3bda5a7fd2,984894e2-fd4e-4be6-b0a9-a85f7ea6fac2
e6be72c1-a18e-4918-8b9a-b8039cfa8614,2025-10-11 17:00:04,710a42ff-d4d0-4c2b-bab8-8b2848356acc,974d8165-aa0c-4d63-ade9-995bfb5d8aee
3fd8e0dd-7cbb-433e-9788-66e4d831099f,2022-06-25 11:41:37,c807a4af-148f-4374-acac-7ea51a0732dc,38c03a92-1b6e-4053-a031-d7b3c4d7fa34
12bada2d-348e-4182-b556-13856a29b321,2021-02-03 08:48:53,5e0e7f12-51e8-4bb1-b319-c4fe8b85229c,3441e13c-4d98-4db2-90ea-52f625b5b640
3ccc830d-9a4a-4a5a-8b75-14dcc3d7f8e9,2021-06-09 14:28:35,7572c873-ee29-4559-b951-fcb3a8cfd42b,29f695b9-54db-415f-a61d-a48e1ffb50b7
11a6c803-ce82-452b-81f9-e866a6e23aea,2021-02-05 12:18:31,2d13b09f-78ef-492a-9a56-1939e4e58612,09f65837-c501-428f-ac9a-8d9791aad504
36a23401-c724-45be-b4b7-c8883ddf7969,2024-03-28 08:33:48,c66b8706-616f-4dd6-b1cf-5e0e7d70a331,f5a9e37e-91e3-4660-8a85-c5cd154938b5
b8d1300c-050b-4770-b16f-e8e8cb416d48,2023-06-07 15:18:41,d0ffdaa6-25d1-4386-8a9c-f06b32e5b8e4,c97637db-0671-4ba7-bb7e-aecf550c3264
8041c22b-eb96-4c7c-97f2-6e31b0e6e06b,2021-05-06 14:34:24,f73d96ad-e5d7-42e0-ae5a-59a582d59ce7,36cc1644-c11d-4016-828d-462af384e41b
25d5c2a0-0330-4334-9648-7d5f1cdf9bbc,2024-07-06 10:24:22,cfa9a5f1-f3d4-44f9-9fad-b47e1789a513,b0b57cca-e5fd-471c-bb38-4957a1fb44b3
cd30f5bf-347e-4a3f-bdca-7a9697159695,2022-04-07 17:21:16,c66b8706-616f-4dd6-b1cf-5e0e7d70a331,17d24dc5-fef3-4265-a277-6b4ad35232f6
64a1215a-905d-4ac2-a0f2-de05fa836d08,2025-07-28 10:41:26,783a3653-cf03-4d19-bc02-f8123511fc9c,c6a877f8-58b2-4aa5-b24c-01483c9abf63
2ca30135-4bbb-48ea-8740-93adff0a5480,2020-05-13 14:57:08,6e99310d-05aa-4d93-a712-4cfc7a4f9691,7a4eb99d-4fe7-4b13-851b-5a45746b3580
65cb63f5-6829-4898-bc4e-277ee0cd7d82,2024-06-17 12:03:57,3f4de9f4-1480-44d7-bd86-f72bc5fdd225,ac240160-3401-4701-b51f-bfee155d3e23
a73b7d16-81f9-4120-9b4e-5e4dddd82aa2,2023-01-19 12:33:07,8ac57b23-4b02-49ae-a7c9-36f7b4658c63,466c3642-6e7b-49e8-948e-d40c0295f054
57a7f5e3-6306-4950-8a71-8c88ac0e1211,2023-08-15 09:03:47,c4fa778c-b08d-4aee-86a3-3a0e6fb24899,450c915a-6ec5-45cb-be85-0f95dafa2d97
61eabeb0-3750-4c1a-a3cd-6a7103f5200d,2023-09-01 17:55:33,ffb278da-b198-4a97-b5a0-8f580288b134,98c98e7b-8a68-4610-bea9-10a24366867b
1e72bdcb-6524-4874-afb0-6da0ebebca4f,2021-10-11 10:02:28,32a98104-c3ef-4fc4-b8cc-338e961e79d6,a5e8de01-36e1-4a43-bb14-f713afdc5fa7
7680fe22-fbdf-4971-b0ba-5b0a101532bb,2020-12-05 16:36:12,d0b86425-b92e-465e-b48b-1365911dd4ca,28717c16-3e57-4d81-be1b-ad4ec84f6e8e
fe939e36-e184-43ab-ab4b-fa5cb230a08d,2021-06-26 08:18:34,6393723e-82b2-4f47-879a-0fcc6d4655b6,a7ed946a-47a6-4a64-a294-362254b3914e
20779d3c-ec3f-443e-a0ba-960d58dcb29c,2021-12-04 14:56:03,7ffbb7a3-dadd-46e0-92da-219d0a74d003,5057f415-836b-4453-a5b0-1d6093c3c83a
1cdcc963-603f-4aaf-b713-3c5d8be25e74,2021-09-25 16:17:11,774a6b44-3675-48ab-9364-2e702190c070,a9149acf-2981-4246-a838-f915cc7a35e5
80798f36-5025-4fc0-89d7-568b27ff9ea8,2024-03-12 08:02:07,faaba7a2-9b3c-42de-ab06-7cd6f4e7948c,f3aa19c4-6bf2-4274-b5ab-c2a9fb00d4df
577206cd-4004-4fb9-bfa6-2f0bc596d046,2021-04-22 18:01:33,0c7699c0-cfb3-480d-bf84-ad1d979ddb47,15e37d9f-41c6-41ce-9417-bd7b840abd79
96a630c9-fb13-43a2-b353-2edbe80b6235,2024-05-15 19:01:18,7e53a07d-59c8-4e1f-9560-2c50d2825926,d1889bf2-df0b-456a-9f13-ed660f53b40d
4259511e-2602-42f0-8386-252e46093c11,2025-12-05 08:44:21,57824a6f-1a99-4cbf-8af5-3bb6a9f0a044,989e9f2d-6676-4832-b8a8-397c5f51ef21
79401ea1-a101-48f5-bdbb-1431cce15e96,2023-03-13 09:08:26,b37bdade-2bd4-4727-8283-c115b49d1333,5e7c653f-0860-48c8-b108-d9665872acc4
a1496d90-c8fd-4a81-9a2b-07f39e063726,2023-01-14 08:53:58,23ffce73-018c-432f-8bbe-2d07cb0b002d,d233f622-753c-4c3b-97a1-949d71309c3e
6d336f47-0d54-4c45-8096-46aeaf358846,2020-04-08 18:05:23,cfa9a5f1-f3d4-44f9-9fad-b47e1789a513,e1dcaee4-85f6-4bdc-894f-5838aa1ce94f
38856efd-e403-4e32-8abd-6d64959ab0cf,2022-04-22 11:55:18,79739e49-e45b-451d-bc7f-f65a5040dbcb,b5df9274-77e2-4a04-b553-6ed7cd4e5428
d370a932-6961-4638-a50e-ab3615b5193b,2021-06-01 14:42:28,6c47bd7a-4ce2-4961-a4a4-c3cf57dacaff,60546899-b36d-4b3f-b240-7beb86e0e8ed
d3de2403-9d32-4aeb-86c1-d10adac57993,2024-06-05 20:58:50,d34b87b7-6cff-4b9a-a7cd-9f652dfbd085,31a9063b-93bb-4eba-af42-3479ed4e4bf8
1875af31-7314-4d8d-9b17-522179ea0aa9,2022-02-18 16:06:11,0cca38b6-fb00-4912-8fea-af8f8ef1ca35,e190d3c6-4561-4b89-a27b-6183b38123ce
d465e603-0746-46ae-a733-1b9584a61c59,2023-06-17 20:49:24,cfa9a5f1-f3d4-44f9-9fad-b47e1789a513,808bffe8-45bf-4b1a-98f1-2556adf96291
bffa5d68-4cba-4fa4-9af6-2845a73cf9b7,2021-02-28 08:06:17,fbc83f54-ec8a-4000-9edb-41b3188f2a6f,c95b4a2d-d3ba-4fcb-85a4-fbdf7cf131b0
b0388c49-a3d8-4155-927b-d28a6531ae66,2020-07-27 18:21:39,87d1e3a6-a52c-416b-ac28-b58183af7843,22185db3-755c-4332-83f9-6380c2d6da40
557d4385-aee9-4343-bcdc-9761165ac8e8,2023-03-21 09:12:22,c4fa778c-b08d-4aee-86a3-3a0e6fb24899,2d052bf0-73a9-488f-bc96-3b2226d8225f
f79d1004-3716-4d41-b659-77cb9c4f275a,2023-01-10 20:56:43,e3cd1db5-3aa5-4fed-85cf-e28f2549fcaf,b70f8afc-cbfd-426d-b7ab-2f4a5ff152ec
