order_item_id,order_id,item_id
064b6ba8-2c7b-4eb9-9ff0-8a57a6fa9a1b,751b1f31-f08c-493a-b8ed-1f6746f15786,5cc7a539-6878-44f4-8d7f-671e75f17fcc
5540c26b-e8ae-4314-9c49-9fd2706cd2fb,751b1f31-f08c-493a-b8ed-1f6746f15786,0fe7e2eb-7e7b-4a21-8008-880d1f9d4d50
a752ed60-49a7-46d7-bdbe-4c6a2c075ca1,340bb2d8-224e-4a9a-a170-40e9d0e14bf0,e1e0b545-ebe8-41e0-9d78-5d5e63b67019
3909c2cc-606e-4920-9dbb-963ea729ca8e,340bb2d8-224e-4a9a-a170-40e9d0e14bf0,bb7b24fb-458c-4914-b4ea-17ceca2e7731
353fdd93-66ec-487a-8d06-2d64e6349c30,340bb2d8-224e-4a9a-a170-40e9d0e14bf0,a17a6e33-02dd-444e-85ce-fd103a733705
16ec4bbc-bac1-48c9-a93e-4cda5e3ccb04,340bb2d8-224e-4a9a-a170-40e9d0e14bf0,383f1fe2-01bd-4cf1-9d57-98aaf85201b4
245a9ea7-98d9-4903-8f50-2f5d7508f54e,340bb2d8-224e-4a9a-a170-40e9d0e14bf0,5cc7a539-6878-44f4-8d7f-671e75f17fcc
9494c4bc-937d-41a7-b048-2f3732364f4d,ac81326d-2407-4365-8eef-4880597f0400,0fe7e2eb-7e7b-4a21-8008-880d1f9d4d50
80fe4d62-fee4-4686-915a-b10cd1a151fe,8b9a5054-7df0-48ce-a10c-4b1d00f16170,ceb784fb-009d-4b62-a01e-01f7ce170962
3a049838-a5a1-4b2b-84a4-4217a1410dd8,8b9a5054-7df0-48ce-a10c-4b1d00f16170,e1e0b545-ebe8-41e0-9d78-5d5e63b67019
4ff65fbc-13e2-4d02-8691-9d388d804dc4,8b9a5054-7df0-48ce-a10c-4b1d00f16170,1d70bfb8-4bbb-467c-8df8-bb5976156d44
862aa8f5-789b-48dd-a187-7cd76b0dcd13,8b9a5054-7df0-48ce-a10c-4b1d00f16170,7c168a12-c3fd-4067-8f3e-a226f55edfc5
075bbb65-84ad-4f75-a1dc-d44d8e2a80fd,8b9a5054-7df0-48ce-a10c-4b1d00f16170,c9345fd0-2a4f-4add-b647-fa8097e2d7b4
f3cd7e2f-9449-4ae4-b9e7-d7a2ebd988f0,8b9a5054-7df0-48ce-a10c-4b1d00f16170,bb7b24fb-458c-4914-b4ea-17ceca2e7731
7ca67f00-37c0-4e42-b473-afb903ed3a9c,a99ea972-29a1-410d-a2f7-cbc9ce339ec4,f5e2ec3f-71e3-46f3-84a0-399eda7f77da
97439e2a-b948-4253-84d7-91d174badd4d,a99ea972-29a1-410d-a2f7-cbc9ce339ec4,883deedb-684a-4871-a24a-21723df9475e
ddebdeb4-3185-49ef-b905-e8a6dde730bc,a99ea972-29a1-410d-a2f7-cbc9ce339ec4,2028f23a-4726-49ab-b536-ca9b46b99186
1617cab4-1b05-4092-a4d2-4b6a0dac1489,a99ea972-29a1-410d-a2f7-cbc9ce339ec4,e1e0b545-ebe8-41e0-9d78-5d5e63b67019
b3651cba-db88-4283-ac32-de07248c0377,a99ea972-29a1-410d-a2f7-cbc9ce339ec4,383f1fe2-01bd-4cf1-9d57-98aaf85201b4
2cb6ae2c-61a8-4469-9138-9d74b9849014,a99ea972-29a1-410d-a2f7-cbc9ce339ec4,7a1c72a5-5a0f-4957-857e-d57f7fcb2b2a
7b6508aa-0848-4132-951b-1d2d4cb9c817,11cbbd03-853d-4fdc-b46d-d710c2d42614,f5e2ec3f-71e3-46f3-84a0-399eda7f77da
4cb8cc5e-25d4-4381-849e-69628a370a49,11cbbd03-853d-4fdc-b46d-d710c2d42614,17301758-c3ef-4a71-8ee6-2a7a185b2282
09db5a90-427b-4171-94e4-71cf958182c0,11cbbd03-853d-4fdc-b46d-d710c2d42614,7a1c72a5-5a0f-4957-857e-d57f7fcb2b2a
