order_id,ordertime,store_id,user_id,order_item_id,item_id
751b1f31-f08c-493a-b8ed-1f6746f15786,2023-04-12 14:06:22,6ce37562-9ead-4ea6-9f3b-2bb62bf3432a,b2e20679-2277-4c1e-9752-9184e39727fd,064b6ba8-2c7b-4eb9-9ff0-8a57a6fa9a1b,5cc7a539-6878-44f4-8d7f-671e75f17fcc
751b1f31-f08c-493a-b8ed-1f6746f15786,2023-04-12 14:06:22,6ce37562-9ead-4ea6-9f3b-2bb62bf3432a,b2e20679-2277-4c1e-9752-9184e39727fd,5540c26b-e8ae-4314-9c49-9fd2706cd2fb,0fe7e2eb-7e7b-4a21-8008-880d1f9d4d50
340bb2d8-224e-4a9a-a170-40e9d0e14bf0,2021-03-01 19:22:43,0726aea1-2983-492a-833d-6ea5efb65ad5,8a8cc26d-f74d-430c-b509-8e04e1440901,a752ed60-49a7-46d7-bdbe-4c6a2c075ca1,e1e0b545-ebe8-41e0-9d78-5d5e63b67019
340bb2d8-224e-4a9a-a170-40e9d0e14bf0,2021-03-01 19:22:43,0726aea1-2983-492a-833d-6ea5efb65ad5,8a8cc26d-f74d-430c-b509-8e04e1440901,3909c2cc-606e-4920-9dbb-963ea729ca8e,bb7b24fb-458c-4914-b4ea-17ceca2e7731
340bb2d8-224e-4a9a-a170-40e9d0e14bf0,2021-03-01 19:22:43,0726aea1-2983-492a-833d-6ea5efb65ad5,8a8cc26d-f74d-430c-b509-8e04e1440901,353fdd93-66ec-487a-8d06-2d64e6349c30,a17a6e33-02dd-444e-85ce-fd103a733705
340bb2d8-224e-4a9a-a170-40e9d0e14bf0,2021-03-01 19:22:43,0726aea1-2983-492a-833d-6ea5efb65ad5,8a8cc26d-f74d-430c-b509-8e04e1440901,16ec4bbc-bac1-48c9-a93e-4cda5e3ccb04,383f1fe2-01bd-4cf1-9d57-98aaf85201b4
340bb2d8-224e-4a9a-a170-40e9d0e14bf0,2021-03-01 19:22:43,0726aea1-2983-492a-833d-6ea5efb65ad5,8a8cc26d-f74d-430c-b509-8e04e1440901,245a9ea7-98d9-4903-8f50-2f5d7508f54e,5cc7a539-6878-44f4-8d7f-671e75f17fcc
ac81326d-2407-4365-8eef-4880597f0400,2021-10-13 15:14:59,83727936-ba79-48ea-9fb5-47e7f0a151f5,a79ac0a3-d0f1-4808-97eb-bda22a762dcc,9494c4bc-937d-41a7-b048-2f3732364f4d,0fe7e2eb-7e7b-4a21-8008-880d1f9d4d50
8b9a5054-7df0-48ce-a10c-4b1d00f16170,2021-03-12 16:08:39,bacc5583-81b1-47f9-b8cb-a3196f773ce8,96b068d6-938a-4cac-872d-1bd2cb7a951e,80fe4d62-fee4-4686-915a-b10cd1a151fe,ceb784fb-009d-4b62-a01e-01f7ce170962
8b9a5054-7df0-48ce-a10c-4b1d00f16170,2021-03-12 16:08:39,bacc5583-81b1-47f9-b8cb-a3196f773ce8,96b068d6-938a-4cac-872d-1bd2cb7a951e,3a049838-a5a1-4b2b-84a4-4217a1410dd8,e1e0b545-ebe8-41e0-9d78-5d5e63b67019
