store_id,store_type,store_name,store_address
a443d860-d6c3-40c1-97b7-4043bb05543c,이디야커피,이디야커피 문정점,서울특별시 송파구 문정로28길 33
5939ea92-2f0e-4715-b9c6-7b2d67de1db0,할리스커피,할리스커피 자하문점,서울특별시 종로구 자하문로35길 23
5a2387ef-eb12-4dff-b51c-90601cfe4997,커피빈,커피빈 노해점,서울특별시 강북구 노해로17길 2
21e5d8cc-f269-4ba4-8f51-f904d535a26a,이디야커피,이디야커피 한글비석점,서울특별시 노원구 한글비석로25길 3
81581b4e-833b-4846-92f6-f9f8e89549ab,이디야커피,이디야커피 논현점,서울특별시 강남구 논현로45길 96
6ed72870-e050-40de-89c3-e6a7e520c7c0,스타벅스,스타벅스 사당점,서울특별시 동작구 사당로29길 30
b37bdade-2bd4-4727-8283-c115b49d1333,스타벅스,스타벅스 상도점,서울특별시 동작구 상도로1길 13
0e31a221-abe6-4e22-8369-ec3e1cbe7c62,스타벅스,스타벅스 성내점,서울특별시 강동구 성내로43길 25
6393723e-82b2-4f47-879a-0fcc6d4655b6,매머드커피,매머드커피 시흥점,서울특별시 금천구 시흥대로10길 41
57824a6f-1a99-4cbf-8af5-3bb6a9f0a044,투썸플레이스,투썸플레이스 마포점,서울특별시 마포구 마포대로9길 77
5e0e7f12-51e8-4bb1-b319-c4fe8b85229c,컴포즈커피,컴포즈커피 강남점,서울특별시 서초구 강남대로49길 49
e1e77940-8885-4146-9c6d-1a96ad5a0e4e,블루보틀,블루보틀 봉은사점,서울특별시 강남구 봉은사로33길 98
6cca19e2-3aee-47cc-be3b-2039d3056f8a,이디야커피,이디야커피 신반포점,서울특별시 서초구 신반포로43길 51
9b32980b-cc2a-4b32-a409-61740454b1b5,투썸플레이스,투썸플레이스 행당점,서울특별시 성동구 행당로29길 55
4e3569e2-b17c-4f9e-9b8a-938d0951f118,할리스커피,할리스커피 행당점,서울특별시 성동구 행당로25길 35
a036c6a5-4525-4a73-9004-8a87893de5ab,메가커피,메가커피 삼양점,서울특별시 강북구 삼양로50길 89
1aa7d598-dc97-4671-8dfa-155205201b8a,이디야커피,이디야커피 남부순환점,서울특별시 서초구 남부순환로44길 58
d8c601f2-eb7d-4e16-91c0-844090af8ed5,이디야커피,이디야커피 신촌점,서울특별시 마포구 신촌로22길 76
710a42ff-d4d0-4c2b-bab8-8b2848356acc,매머드커피,매머드커피 가산디지털1점,서울특별시 금천구 가산디지털1로24길 7
1a209e99-7695-4404-aaa2-f15346d60850,폴바셋,폴바셋 삼봉점,서울특별시 종로구 삼봉로2길 66
82b215a7-5819-44d1-b590-dcf1e1e15ad9,폴바셋,폴바셋 월드컵점,서울특별시 마포구 월드컵로47길 89
893c821a-3bbf-41f3-b2ee-d1c32dc94e86,메가커피,메가커피 이태원점,서울특별시 용산구 이태원로44길 75
79739e49-e45b-451d-bc7f-f65a5040dbcb,이디야커피,이디야커피 반포점,서울특별시 서초구 반포대로23길 33
ef065c51-4cbe-4866-b34d-3c69354c2222,컴포즈커피,컴포즈커피 테헤란점,서울특별시 강남구 테헤란로48길 93
ebc3c306-d4dc-413d-805b-e8ef8980dd1b,컴포즈커피,컴포즈커피 강남점,서울특별시 강남구 강남대로5길 73
7572c873-ee29-4559-b951-fcb3a8cfd42b,할리스커피,할리스커피 원효점,서울특별시 용산구 원효로37길 39
0cca38b6-fb00-4912-8fea-af8f8ef1ca35,커피빈,커피빈 노해점,서울특별시 노원구 노해로4길 25
16671b0f-6e8f-4849-8f11-0609be618a3d,메가커피,메가커피 연서점,서울특별시 은평구 연서로44길 25
350cb7a7-d746-4a30-9d10-7cbc2f466b19,메가커피,메가커피 올림픽점,서울특별시 송파구 올림픽로22길 54
c6cabfdb-db90-40ac-8246-e1260d8c0c65,매머드커피,매머드커피 천호점,서울특별시 강동구 천호대로39길 83
cbf2b24c-0355-4b57-be4d-196d887441ee,폴바셋,폴바셋 신반포점,서울특별시 서초구 신반포로24길 92
cfa9a5f1-f3d4-44f9-9fad-b47e1789a513,이디야커피,이디야커피 청계천점,서울특별시 중구 청계천로40길 83
9ed16087-1fde-41bd-92fb-5b816a22d05a,커피빈,커피빈 통일점,서울특별시 서대문구 통일로6길 42
cfb65e7a-b840-4e92-9c0d-dd005d72be1b,매머드커피,매머드커피 마포점,서울특별시 마포구 마포대로20길 57
d74831ec-c039-41ee-b5c4-c2659cfdbe7f,이디야커피,이디야커피 면목점,서울특별시 중랑구 면목로26길 59
cb41df95-4a50-40ed-87e8-71e02398b139,메가커피,메가커피 자양점,서울특별시 광진구 자양로46길 64
c1b1ce46-b093-4d33-a205-6227cb340b9e,메가커피,메가커피 화랑점,서울특별시 성북구 화랑로35길 51
dc81bf6b-76e9-47cc-8d43-e9ee2df6b2c2,매머드커피,매머드커피 천호점,서울특별시 동대문구 천호대로9길 71
c807a4af-148f-4374-acac-7ea51a0732dc,할리스커피,할리스커피 동일점,서울특별시 노원구 동일로11길 58
d34b87b7-6cff-4b9a-a7cd-9f652dfbd085,할리스커피,할리스커피 신촌점,서울특별시 마포구 신촌로12길 64
175553ce-4cf0-4a70-8c10-0a58abf3f259,폴바셋,폴바셋 퇴계점,서울특별시 중구 퇴계로4길 38
faaba7a2-9b3c-42de-ab06-7cd6f4e7948c,할리스커피,할리스커피 목동중앙본점,서울특별시 양천구 목동중앙본로29길 12
750ed3fd-960f-469f-8a9f-4ae5ab0256e1,투썸플레이스,투썸플레이스 경인점,서울특별시 구로구 경인로4길 9
87d1e3a6-a52c-416b-ac28-b58183af7843,폴바셋,폴바셋 마포점,서울특별시 마포구 마포대로15길 45
774a6b44-3675-48ab-9364-2e702190c070,블루보틀,블루보틀 반포점,서울특별시 서초구 반포대로10길 74
ecafadba-ff0b-4fb0-985e-cd2921cb1e46,할리스커피,할리스커피 왕십리점,서울특별시 성동구 왕십리로14길 54
8068b334-e88e-40df-bac8-b4ab073cd4b6,커피빈,커피빈 명지대길점,서울특별시 서대문구 명지대길40길 86
7ffbb7a3-dadd-46e0-92da-219d0a74d003,스타벅스,스타벅스 가락점,서울특별시 송파구 가락로48길 61
1e6eaadf-4f4b-4c5d-8f28-4e5f130e373b,투썸플레이스,투썸플레이스 관악점,서울특별시 관악구 관악로18길 22
50573eab-8859-452e-9c34-1f63e19b35c7,컴포즈커피,컴포즈커피 왕십리점,서울특별시 성동구 왕십리로24길 28
c66b8706-616f-4dd6-b1cf-5e0e7d70a331,할리스커피,할리스커피 을지점,서울특별시 중구 을지로43길 100
3f4de9f4-1480-44d7-bd86-f72bc5fdd225,이디야커피,이디야커피 중랑천점,서울특별시 중랑구 중랑천로45길 88
df27b1bd-c919-4325-8b61-ad5b88501db7,커피빈,커피빈 강남점,서울특별시 강남구 강남대로18길 68
a02e8f7f-d1d6-4919-8215-5b1379d3dd75,할리스커피,할리스커피 불광점,서울특별시 은평구 불광로47길 70
fbc83f54-ec8a-4000-9edb-41b3188f2a6f,이디야커피,이디야커피 양재점,서울특별시 강동구 양재대로21길 24
a2e7cbcf-5ba6-4e55-ae4e-a0dcd3c1786f,컴포즈커피,컴포즈커피 한강점,서울특별시 용산구 한강대로33길 91
7732891a-fcb0-4627-bf46-22db85a2b821,커피빈,커피빈 왕십리점,서울특별시 성동구 왕십리로44길 80
05ebcc66-e1e8-4df4-9f93-a5fe9dc73050,메가커피,메가커피 국회점,서울특별시 영등포구 국회대로24길 96
6c47bd7a-4ce2-4961-a4a4-c3cf57dacaff,이디야커피,이디야커피 구중앙점,서울특별시 구로구 구로중앙로41길 97
6e99310d-05aa-4d93-a712-4cfc7a4f9691,할리스커피,할리스커피 화곡점,서울특별시 강서구 화곡로12길 30
152be14a-49ac-4912-a560-03d1f51a3012,커피빈,커피빈 왕십리점,서울특별시 성동구 왕십리로11길 42
9b8da012-6586-4cde-9103-30732039e27a,폴바셋,폴바셋 신반포점,서울특별시 서초구 신반포로35길 39
8e16ea5b-2c1a-45ff-bb03-93c9f48398c1,투썸플레이스,투썸플레이스 동일점,서울특별시 노원구 동일로12길 59
d6c24126-3de7-427f-8abf-7a1374bbf698,매머드커피,매머드커피 흑석점,서울특별시 동작구 흑석로42길 37
b051671a-54fe-450e-9001-849b29e11b85,매머드커피,매머드커피 광나루점,서울특별시 광진구 광나루로11길 1
dbba0789-d25d-49db-91ad-109674c23e50,이디야커피,이디야커피 명지대길점,서울특별시 서대문구 명지대길25길 49
e3cd1db5-3aa5-4fed-85cf-e28f2549fcaf,커피빈,커피빈 봉천점,서울특별시 관악구 봉천로27길 77
2d13b09f-78ef-492a-9a56-1939e4e58612,블루보틀,블루보틀 연희점,서울특별시 서대문구 연희로49길 83
23f773fb-c14c-4f0e-9124-c1653e4ae7b9,매머드커피,매머드커피 능동점,서울특별시 광진구 능동로14길 85
d9e145aa-ed34-448c-ab99-5c3d11cf54d6,커피빈,커피빈 퇴계점,서울특별시 중구 퇴계로12길 29
1b3ee3bf-5930-4b6d-8510-7b3dcd4a046b,매머드커피,매머드커피 중랑천점,서울특별시 중랑구 중랑천로26길 65
783a3653-cf03-4d19-bc02-f8123511fc9c,메가커피,메가커피 도산점,서울특별시 강남구 도산대로8길 41
f890e9d1-a209-42ae-8059-c80ae1d5cbe9,스타벅스,스타벅스 세종점,서울특별시 종로구 세종대로27길 72
